5.135.17.28 - - [13/Mar/2016:09:03:30 +0000] "GET /xmlrpc.php HTTP/1.1" 401 203 "-" "-"
105.224.170.122 - christo [14/Mar/2016:12:46:11 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:46:14 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15917 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:46:50 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:46:52 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15943 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:47:26 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:47:28 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15943 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:48:04 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:48:07 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15968 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:48:41 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:48:43 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15992 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:49:17 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:49:22 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15991 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:50:09 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:50:11 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16022 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:50:45 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:50:48 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16045 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:51:21 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:51:23 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16044 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:51:55 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:51:58 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16071 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:52:31 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:52:33 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16071 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:53:05 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:53:12 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16097 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:53:45 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:53:47 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16129 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:54:19 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:55:08 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16156 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:55:40 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:55:51 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16179 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:56:23 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:56:35 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16179 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:57:11 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:57:35 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16206 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:58:11 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:58:15 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16237 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:58:50 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:58:53 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16267 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:59:28 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:59:30 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16266 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:00:02 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:00:05 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16290 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:00:37 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:00:41 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16321 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:01:18 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:01:21 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16321 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:01:56 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:01:59 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16350 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:02:34 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:02:37 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16350 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:03:10 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:03:14 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16376 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:03:48 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:03:51 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16402 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:04:25 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:04:29 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16402 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:05:03 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:05:06 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16429 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:05:50 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:05:53 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16454 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:06:27 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:06:30 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16453 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:07:08 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:07:14 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16480 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:07:47 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:07:50 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16508 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:08:22 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:08:26 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16508 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:09:00 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:09:02 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16534 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:09:36 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:09:39 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16558 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:10:12 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:10:15 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16558 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:10:48 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:10:52 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16585 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:11:45 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
